PWSID,PWSName,Size,FacilityID,FacilityName,FacilityWaterType,SamplePointID,SamplePointName,SamplePointType,AssociatedFacilityID,AssociatedSamplePointID,CollectionDate,SampleID,Contaminant,MRL,Units,MethodID,AnalyticalResultsSign,AnalyticalResultValue,SampleEventCode,MonitoringRequirement,Region,State,UCMR1SampleType
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,2/27/2024,69251301,PFDA,0.003,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,2/27/2024,69251301,HFPO-DA,0.005,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,2/27/2024,69251301,PFBS,0.003,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,2/27/2024,69251301,ADONA,0.003,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,2/27/2024,69251301,9Cl-PF3ONS,0.002,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,2/27/2024,69251301,11Cl-PF3OUdS,0.005,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,2/27/2024,69251301,PFUnA,0.002,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,2/27/2024,69251301,PFBA,0.005,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,2/27/2024,69251301,PFDoA,0.003,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,2/27/2024,69251301,PFMPA,0.004,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,2/27/2024,69251301,PFOA,0.004,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,2/27/2024,69251301,PFOS,0.004,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,2/27/2024,69251301,PFNA,0.004,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,2/27/2024,69251301,PFHxS,0.003,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,2/27/2024,69251301,PFHxA,0.003,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,2/27/2024,69251301,PFPeS,0.004,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,2/27/2024,69251301,lithium,9,µg/L,EPA 200.7,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,2/27/2024,69251301,NMeFOSAA,0.006,µg/L,EPA 537.1,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,2/27/2024,69251301,NEtFOSAA,0.005,µg/L,EPA 537.1,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,2/27/2024,69251301,PFHpA,0.003,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,2/27/2024,69251301,PFTrDA,0.007,µg/L,EPA 537.1,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,2/27/2024,69251301,4:2 FTS,0.003,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,2/27/2024,69251301,PFHpS,0.003,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,2/27/2024,69251301,6:2 FTS,0.005,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,2/27/2024,69251301,NFDHA,0.02,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,2/27/2024,69251301,PFEESA,0.003,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,2/27/2024,69251301,PFMBA,0.003,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,2/27/2024,69251301,PFPeA,0.003,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,2/27/2024,69251301,8:2 FTS,0.005,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,2/27/2024,69251301,PFTA,0.008,µg/L,EPA 537.1,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,8/6/2024,71309201,PFHpS,0.003,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,8/6/2024,71309201,NEtFOSAA,0.005,µg/L,EPA 537.1,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,8/6/2024,71309201,PFOS,0.004,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,8/6/2024,71309201,11Cl-PF3OUdS,0.005,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,8/6/2024,71309201,9Cl-PF3ONS,0.002,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,8/6/2024,71309201,ADONA,0.003,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,8/6/2024,71309201,HFPO-DA,0.005,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,8/6/2024,71309201,PFBA,0.005,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,8/6/2024,71309201,6:2 FTS,0.005,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,8/6/2024,71309201,4:2 FTS,0.003,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,8/6/2024,71309201,8:2 FTS,0.005,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,8/6/2024,71309201,PFMPA,0.004,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,8/6/2024,71309201,PFPeA,0.003,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,8/6/2024,71309201,PFMBA,0.003,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,8/6/2024,71309201,PFUnA,0.002,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,8/6/2024,71309201,NFDHA,0.02,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,8/6/2024,71309201,PFHxA,0.003,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,8/6/2024,71309201,PFPeS,0.004,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,8/6/2024,71309201,PFTA,0.008,µg/L,EPA 537.1,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,8/6/2024,71309201,NMeFOSAA,0.006,µg/L,EPA 537.1,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,8/6/2024,71309201,lithium,9,µg/L,EPA 200.7,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,8/6/2024,71309201,PFTrDA,0.007,µg/L,EPA 537.1,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,8/6/2024,71309201,PFDoA,0.003,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,8/6/2024,71309201,PFNA,0.004,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,8/6/2024,71309201,PFHxS,0.003,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,8/6/2024,71309201,PFHpA,0.003,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,8/6/2024,71309201,PFBS,0.003,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,8/6/2024,71309201,PFDA,0.003,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,8/6/2024,71309201,PFOA,0.004,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,10025,Well 27 TP,GW,TP010025,Fire Rd,EP,,,8/6/2024,71309201,PFEESA,0.003,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,5/13/2024,70112701,9Cl-PF3ONS,0.002,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,5/13/2024,70112701,PFNA,0.004,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,5/13/2024,70112701,PFHxS,0.003,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,5/13/2024,70112701,PFHpA,0.003,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,5/13/2024,70112701,PFBS,0.003,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,5/13/2024,70112701,lithium,9,µg/L,EPA 200.7,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,5/13/2024,70112701,NMeFOSAA,0.006,µg/L,EPA 537.1,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,5/13/2024,70112701,NEtFOSAA,0.005,µg/L,EPA 537.1,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,5/13/2024,70112701,PFTrDA,0.007,µg/L,EPA 537.1,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,5/13/2024,70112701,PFTA,0.008,µg/L,EPA 537.1,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,5/13/2024,70112701,PFOA,0.004,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,5/13/2024,70112701,PFDA,0.003,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,5/13/2024,70112701,PFHxA,0.003,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,5/13/2024,70112701,PFUnA,0.002,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,5/13/2024,70112701,PFDoA,0.003,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,5/13/2024,70112701,HFPO-DA,0.005,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,5/13/2024,70112701,ADONA,0.003,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,5/13/2024,70112701,6:2 FTS,0.005,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,5/13/2024,70112701,PFBA,0.005,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,5/13/2024,70112701,PFHpS,0.003,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,5/13/2024,70112701,PFPeS,0.004,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,5/13/2024,70112701,11Cl-PF3OUdS,0.005,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,5/13/2024,70112701,PFEESA,0.003,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,5/13/2024,70112701,PFOS,0.004,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,5/13/2024,70112701,PFMBA,0.003,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,5/13/2024,70112701,PFPeA,0.003,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,5/13/2024,70112701,PFMPA,0.004,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,5/13/2024,70112701,8:2 FTS,0.005,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,5/13/2024,70112701,4:2 FTS,0.003,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,5/13/2024,70112701,NFDHA,0.02,µg/L,EPA 533,<,,SE1,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,9/13/2024,70457001,PFBA,0.005,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,9/13/2024,70457001,6:2 FTS,0.005,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,9/13/2024,70457001,PFBS,0.003,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,9/13/2024,70457001,PFHpA,0.003,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,9/13/2024,70457001,PFHxS,0.003,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,9/13/2024,70457001,PFNA,0.004,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,9/13/2024,70457001,PFOS,0.004,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,9/13/2024,70457001,PFOA,0.004,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,9/13/2024,70457001,PFDA,0.003,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,9/13/2024,70457001,PFDoA,0.003,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,9/13/2024,70457001,PFHxA,0.003,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,9/13/2024,70457001,PFUnA,0.002,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,9/13/2024,70457001,11Cl-PF3OUdS,0.005,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,9/13/2024,70457001,9Cl-PF3ONS,0.002,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,9/13/2024,70457001,4:2 FTS,0.003,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,9/13/2024,70457001,HFPO-DA,0.005,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,9/13/2024,70457001,lithium,9,µg/L,EPA 200.7,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,9/13/2024,70457001,8:2 FTS,0.005,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,9/13/2024,70457001,PFMPA,0.004,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,9/13/2024,70457001,PFPeA,0.003,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,9/13/2024,70457001,PFMBA,0.003,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,9/13/2024,70457001,PFEESA,0.003,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,9/13/2024,70457001,NFDHA,0.02,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,9/13/2024,70457001,PFPeS,0.004,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,9/13/2024,70457001,PFHpS,0.003,µg/L,EPA 533,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,9/13/2024,70457001,PFTA,0.008,µg/L,EPA 537.1,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,9/13/2024,70457001,PFTrDA,0.007,µg/L,EPA 537.1,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,9/13/2024,70457001,NEtFOSAA,0.005,µg/L,EPA 537.1,<,,SE2,AM,2,NJ,
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,L,12030,Well 12 TP,GW,TP012030,Bargaintown,EP,,,9/13/2024,70457001,NMeFOSAA,0.006,µg/L,EPA 537.1,<,,SE2,AM,2,NJ,
